nid,field_ligacao_j,field_especificacao_j,field_referencia_j,field_numero_j,field_regiao_j,field_local_j,title,field_data_j,field_tempo_j,field_quantidade_j,field_producao_j,field_rolonum_j,field_tipo_video_j,field_numero_filme_j,field_pais_j,field_genero_j,field_idioma_original_j,field_legenda_j,field_versao_j,field_sistema_j,field_imagem_j,field_direcao_j,field_roteiro_j, field_fotografia_j,field_musica_j,field_elenco_j,field_premiacao_j
47629,3250,"Retorno a Howards-End. Sinopse: Na Inglaterra do começo do século, duas irmãs modernas e independentes relacionam-se com família conservadora e rica.  O filme, com excelente reconstituição de época e baseado no romance de E. M. Foster, retrata os conflitos de classe e a repressão amorosa típicos da sociedade inglesa do período. (*)",138,138.0,,,Retorno a Howards-End (*),1992,142',1.0,Ismael Mechant,,Comercial,138.0,Inglaterra,,inglês,,,VHS/NTSC,Colorido,James Ivory,Ruth Prawer,Tony Pierce-Roberts,Richard Robbins,"Anthony Hopkins, Emma Thompson, Vanessa Redgrave","Oscar de Melhor Atriz, Melhor Direção de Arte, Melhor Roteiro Adaptado"
47630,3251,"Thelma e Louise. Sinopse: Jovem maltratada pelo marido e garçonete desiludida com a vida e com os homens saem sozinhas em férias, enfrentando complicações durante a viagem.  Libelo contra o machismo presente na sociedade americana moderna.  O filme despertou polêmicas e críticas, tanto de feministas radicais quanto dos setores mais conservadores, constituindo-se num grande sucesso de público. (*)",139,139.0,,,Thelma e Louise (*),1991,130',1.0,Percy Main,,Comercial,139.0,EUA,,inglês,,,VHS/NTSC,Colorido,Ridley Scott,Callie Khouri,"Adrian Biddle, B.S.C.",Hans Zimmer,"Susan Saradon, Geena Davis, Harvey Keitel, Michael Madsen, Christopher McDonald, Stephen Tobolowsky, Brad Pitt",
47631,3252,"JFK - a Pergunta que Não Quer Calar. Sinopse: Depois do assassinato do presidente americano John Fitzgerald Kennedy, em 1963, um promotor público levanta a suspeita de que tudo não passou de uma conspiração.  Baseado em fatos verídicos, apoia-se nas idéias de Jim Garrison (também ator), ridicularizadas à época.  Bem documentado, exibe pela primeira vez um filme amador, realizado por um jornalista, que mostra cenas de grande impacto. Partes I e II.",140,140.0,,,JFK - a Pergunta que Não Quer Calar,1991,189',1.0,Ixtlan Corporation,,Comercial,140.0,EUA,,inglês,Não,,VHS/NTSC,Colorido,Oliver Stone,,Robert Richardson,John Williams,"Kevin Costner, Joe Pesci, Gary Oldman, Sissy Spacek, Jack Lemmon",Oscar de Melhor Fotografia e Melhor Montagem; Globo de Ouro (Melhor Diretor).
47632,3253,"Meu Pé Esquerdo. Sinopse: Vítima de paralisia, garoto irlandês descobre que pode usar os pés para substituir as mãos imobilizadas, começando a pintar e, mais tarde, a escrever.  Inspirado na autobiografia de Christy Brown, e graças ao desempenho do protagonista e de Brenda Ficker, a história é dignificante e sensível, sem cair no melodrama apelativo.",141,141.0,,,Meu Pé Esquerdo,1989,103',1.0,Noel Pearson,,Comercial,141.0,Irlanda,,inglês,,,VHS/NTSC,Colorido,Jim Sheridan,Jim Sheridan,Jack Conroy,Elmer Bernstein,"Daniel Day Lewis, Ray McAnally, Brenda Fricker, Cyril Cusack",Oscar de Melhor ator (Day-Lewis) e Melhor atriz coadjuvante (Brenda Ficker).
47633,3254,"Amazônia em Chamas. Sinopse: O filme mostra a vida de Chico Mendes, desde a infância até a sua liderança no Sindicato e a campanha internacional promovida por ele contra a devastação da floresta amazônica. Seu assassinato, no final da década de 80, transformou-o em símbolo de resistênciae preservação, numa Amazônia vitimada pela exploração de grupos nacionais e internacionais, movidos por interesses comerciais.",142,142.0,,,Amazônia em Chamas,1994,128',1.0,T. Hammel e J. Frankenheimer,,Comercial,142.0,EUA,,inglês,,,VHS/NTSC,Colorido,John Frankenheimer,"W. Mastrosimone, M. Tolkin e R. Hutchinson",,Gary Chang,"Raul Julia, Sonia Braga, Kamala Dawson, Luis Guzman, Edward James Olmos.",
47634,3255,"Carlota Joaquina,  Princesa do Brasil. Sinopse: Centrado na figura de Carlota Joaquina, sua infância na Espanha, a vida na Corte portuguesa e finalmente no Brasil, o filme aborda, de modo caricaturado, uma parte da história brasileira. Sucesso de público e de bilheteria no Brasil, o filme desagradou os intelectuais da área (que questionaram a veracidade dos ""fatos"") e o público mais conservador (que considerou o filme desrespeitoso pelo tratamento dado à monarquia brasileira). A diretora Carla Camurati, ao não assumir o caráter ficcional de sua obra, acabou por reforçar os defeitos atribuídos ao filme: falta de rigor histórico e desmoralização de personagens-chave da história brasileira.",143,143.0,,,"Carlota Joaquina, Princesa do Brasil",1994,100',1.0,,,Comercial,143.0,Brasil,,português,,,VHS/NTSC,Colorido,Carla Camurati,,,,"Marieta Severo, Marco Nanini",
47635,3256,"Shogun. Sinopse: No Japão do século XVII, um aventureiro holandês torna-se samurai ajudando um senhor feudal na luta para ganhar o título de Xogum, espécie de ditador militar.  Baseado no romance de James Clavell (australiano naturalizado americano), o filme teve sua origem  numa minissérie de TV (com 10 horas de duração). (*)",144,144.0,,,Shogun (*),1980,151',1.0,James Clavell,,Comercial,144.0,EUA,,inglês,,,VHS/NTSC,Colorido,Jerry London,,,,"Richard Chamberlain, Toshiro Mifune, Yoko Chimada, Frankie Sakai, Yuri Meguro, John Rhys-Davies.",
47636,3257,"Getúlio Vargas. Sinopse: Cotidiano do Brasil getulista, entre as décadas de 30 e 50. Ofilme mostra os fatos políticos mais importantes do período, como o suicídio de Vargas e a participação da Força Expedicionária Brasileira na II Guerra Mundial  - em filmagens do DIP - Departamento de Imprensa e Propaganda, órgão do Estado Novo - e da Agência Nacional.",207,207.0,,,Getúlio Vargas,1974,76',1.0,,,Comercial,207.0,Brasil,,português,Não,,VHS/NTSC,Colorido e Preto e Branco,Ana Carolina Teixeira  Soares,,,Jards Macalé (direção musical),,
47637,3258,"Cinco Vezes Favela. Sinopse: Compõe-se de cinco curtas, a saber: 1. Um Favelado - Dir:Joaquim Pedro de Andrade 2. Zé da cachorra - Dir: Miguel Borges 3. Couro de Gato - Dir: Joaquim Pedro de Andrade 4. Escola de Samba, alegria de viver - Dir: Carlos Diegues  5. Pedreira de São Diogo - Leon Hirszman",208,208.0,,,Cinco Vezes Favela,,,1.0,,,Comercial,208.0,Brasil,,português,Não,,VHS/NTSC,Colorido,,,,,,
47638,3259,"Manuel Bandeira, o Habitante de Pasárgada. Dir: Joaquim Pedro de Andrade. 2. O Poeta do Castelo.
Dir: Joaquim Pedro de Andrade
Narração: Manuel Bandeira",209,209.0,,,"Manuel Bandeira, o Habitante de Pasárgada",1974,,1.0,,,Comercial,209.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Joaquim Pedro de Andrade,,,,,
47639,3260,"Contos Eróticos. O filme compõe-se de 4 curtas: 1. Arroz e Feijão - Dir: Roberto Santos Sinopse: Mulher madura, mãe de família, fornece pensão a um tímido rapaz do interior, com o qual se envolve. 2. As Três Virgens - Sinopse: Aborda a história de três tias solteironas que ficam responsáveis pela guarda de uma sobrinha. As tias acabam contaminadas pelo interêsse sexual da moça. 3. O Arremate - Dir: Eduardo Escorel. Sinopse: História de um fracassado colono que acaba de entregar sua filha a um senhor de  terras. 4. Vereda Tropical - Dir: Joaquim Pedro de Andrade. Sinopse: Sátira divertida, mostra o interêsse de um homem por...melancias!",210,210.0,,,Contos Eróticos,1997,,1.0,,,Comercial,210.0,Brasil,,português,Não,,VHS/NTSC,Colorido,vários (ver sinopse),,,,,
47640,3261,"Tempos do Sensível. Sinopse: Série de cinco vídeos que mostram o trabalho de quatro pessoas que se comunicam através da linguagem da criação: duas pintoras, um escultor e um cineasta. São trabalhos que escapam aos conceitos e racionalizações para explicá-los. Os vídeos procuram corresponder - em sua forma, ritmo e linguagem - à linguagem e tempo próprios dos trabalhos destas pessoas.",211,211.0,,,Tempos do Sensível,1993,20',1.0,,,Comercial,211.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Andrea Tonacci,,Robson de Azevedo,,,
47641,3262,1. Imagens e Imagens 2. As Sereias -  Sinopse: Ensaio sobre a utilização de imagens de modelos na mídia. 3. As Máscaras. Sinopse: Ensaio crítico sobre a representação da alta sociedade nas colunas sociais.,212,212.0,,,Imagens e Imagens/Sereias/As Máscaras,1994,38',1.0,,,Comercial,212.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Luiz Rosemberg Filho,,,,,
47642,3263,"1. Hia Sá Sá - Hai Yah! -  Dir: Olga Futemma (1985). Sinopse: Documentário poético sobre a imigração Okinawana no Brasil. Geralmente confundidos e misturados com a imigração japonesa como um todo, os imigrantes de Okinawana trazem uma cultura própria e diferenciada da japonesa. A sobrevivência desta cultura no embate e na fricção com a integração na sociedade brasileira é o tema do curta. 2. Chá Verde e Arroz - (1988) Sinopse: Baseado na experiência real dos ambulantes de cinema que, entre as décadas de 30 a 60, levavam filmes japoneses para serem exibidos entre os imigrantes no interior de São Paulo, montando projeções ao ar livre e levando uma vida errante.",213,213.0,,,Hia Sá Sá-Hai Yah!/ Chá Verde e Arroz,,,1.0,,,Comercial,213.0,Brasil,,português,Não,,VHS/NTSC,Colorido,vários (ver sinopse),,,,,
47643,3264,Problemas de Consciência/O Ritmo de São Paulo/As Mesmas Perguntas,214,214.0,,,Problemas de Consciência/O Ritmo de São Paulo/As Mesmas Perguntas,,,1.0,,,Comercial,214.0,Brasil,,português,Não,,VHS/NTSC,Colorido,,,,,,
47644,3265,Independentes: o Drama da Comunicação no Brasil.,215,215.0,,,Independentes: o Drama da Comunicação no Brasil,,,1.0,,,Comercial,215.0,Brasil,,português,Não,,VHS/NTSC,Colorido,,,,,,
47645,3266,Le Petit Joseph.,216,216.0,,,Le Petit Joseph,,,1.0,,,Comercial,216.0,França,,francês,Não,,VHS/NTSC,Colorido,,,,,,
47646,3267,"Uxmal, Piedras de la Lluvia/Chichen Itza.",217,217.0,,,"Uxmal, Piedras de la Lluvia/Chichen Itza",,,1.0,,,Comercial,217.0,México,,,Não,,VHS/NTSC,Colorido,,,,,,
47647,3268,Palenque/Monte Alban.,218,218.0,,,Palenque/Monte Alban,,,1.0,,,Comercial,218.0,México,,,Não,,VHS/NTSC,Colorido,,,,,,
47648,3269,Arquitetura da Destruição. Sinopse: O inventário da juventude e das preferências artísticas de Adolph Hitler lança novas luzes sobre a personalidade do líder político. O documentarista Cohen reuniu durante quatro anos o material usado na fita.,219,219.0,,,Arquitetura da Destruição,1994,95',2.0,,,Comercial,219.0,Alemanha,,inglês,,,VHS/NTSC,Colorido,Peter Cohen,,,,,
47649,3270,Festa na Boca do Lixo - Cinema,220,220.0,,,Festa na Boca do Lixo - Cinema,,,1.0,,,Comercial,220.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Ozualdo Candeias,,,,,
47650,3271,Sr. Pauer... ou Pover (O).,221,221.0,,,Sr. Pauer... ou Pover (O),,,1.0,,,Comercial,221.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Ozualdo Candeias,,,,,
47651,3272,Uma Rua Chamada Triunfo/O Candinho.,222,222.0,,,Uma Rua Chamada Triunfo/O Candinho,,,1.0,,,Comercial,222.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Ozualdo Candeias,,,,,
47652,3273,"Jango. Sinopse: Coletânea de filmes caseiros, fotos, documentários antigos e entrevistas sobre a polêmica carreia política de João Goulart. Abrange desde o tempo de Ministro do Trabalho de Vargas ao exílio no Uruguai e Argentina após o golpe de 64. Mostra o Comício na Central do Brasil (03/64) que precipitou o golpe militar, bem como depoimentos do Gen. Antônio Carlos Muricy, Leonel Brizola, Aldo Arantes, Magalhães Pinto, entre outros.",223,223.0,,,Jango,1984,114',1.0,,,Comercial,223.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Sílvio Tendler,,,,,
47653,3274,Lembrai-vos de 37.,224,224.0,,,Lembrai-vos de 37,,,1.0,,,Comercial,224.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Wilson Paraná,,,,,
47654,3275,"Jânio a 24 Quadros. Sinopse: Com alguns procedimentos ficcionais, tendo como personagem central Jânio Quadros, este ""documentário-colagem"", com intenções irônicas e críticas, mostra os mais significativos personagens do cenário político, econômico e artístico do país num período de mais de 30 anos.",226,226.0,,,Jânio a 24 Quadros,1981,84',1.0,Embrafilme/ Secretaria de Cultura do Estado de São Paulo,,Comercial,224.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Luiz Alberto Pereira,,Eduardo Poiano/Adilson Ruiz,,"David Pennington, Luiz Alberto Pereira, Lena Bartman, Augusto Sevá","Melhor Filme do Júri Popular, Brasília."
47655,3276,1932 - A Guerra Civil.,225,225.0,,,1932 - A Guerra Civil,,,1.0,,,Comercial,225.0,Brasil,,português,Não,,VHS/NTSC,Colorido,,,,,,
47656,3277,Anos JK: uma Trajetória Política (Os),227,227.0,,,Anos JK: uma Trajetória Política (Os),1980,,1.0,Terra Firme,,Comercial,227.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Sílvio Tenddler,,,,,
47657,3278,"Prá Frente, Brasil!. Sinopse: Cidadão comum, confundido com guerrilheiro, é preso e torturado. Suspense político de grande repercussão à época do lançamento, por denunciar a repressão paramilitar. A história é ambientada durante a Copa de 70.",228,228.0,,,"Prá Frente, Brasil!",1983,105',1.0,,,Comercial,228.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Roberto Farias,,,,"Reginaldo Faria, Antonio Fagundes, Cláudio Marzo, Natália do Valle",Melhor filme no Festival de Gramado
47658,3279,"L'Homme de Fer. Sinopse: Partindo à procura de Mateucz Birkut - um trabalhador prestigiado durante os anos 50 e considerado traidor desde que se recusou a apresentar um falso testemunho - uma jornalista encontra Maciek, filho de Mateucz. O jovem será um dos principais artífices da reaproximação entre os intelectuais e a classe operária na Polônia. (*)",229,229.0,,,L'Homme de Fer (*),1981,150',1.0,,,Comercial,229.0,Polônia,,polonês,Não,,VHS/NTSC,Colorido,Andrzej Wajda,,,Andrzej Korzynski,"Jerzy Radziwilowicz, Krystyna Janda, Marian Opania, Lech Walesa (part. especial)",Palma de Ouro - 1981
47659,3280,"Um Amor na Alemanha. Sinopse: Durante a II Guerra Mundial, dona de empório e prisioneiro de guerra polonês vão a julgamento quando se descobre que mantinham um relacionamento. Retrato do horror nazista, do ponto de vista dos próprios alemães, com enfoque original e estruturado em ""flash-backs"", mostrando como a opressão do III Reich também atuou sobre eles. Adaptação do romance homônimo de Rolf Hochhuth.",230,230.0,,,Um Amor na Alemanha,1983,109',1.0,,,Comercial,230.0,Alemanha/França,,alemão,Não,,VHS/NTSC,Colorido,Andrzej Wajda,,,,"Hanna Schygulla, Piotr Lysak, Armin Müller-Stahl, Marie-Christine Barrault",
47660,3281,"Yol. Sinopse: Na Turquia, país oprimido pelo regime militar, homens são mortos e torturados. O filme mostra as experiências vividas por um presidiário que retornas a sua casa. O roteiro foi elaborado por Vilmaz Guney, ex-presidiário. (*)",231,231.0,,,Yol (*),1982,111',1.0,,,Comercial,231.0,Turquia/Suissa,,,,,VHS/NTSC,Colorido,Serif Goren,,,,"Tarik Akan, Serif Sezer, Halil Ergun",Palma de Ouro em Cannes - Melhor filme.
47661,3282,"Coronel Redl (parte 1). Sinopse: Jovem de origem humilde, usando as pessoas, faz carreira como oficial no Império Austro-Húngaro, nos anos anteriores à Primeira Guerra Mundial. Mas sua ascensão vertiginosa acaba por tornà-lo cada vez mais vulnerável entre os outros oficiais, que o odeiam e fazemtudo para prejudicá-lo. (*)",232,232.0,,,Coronel Redl (parte 1) (*),1985,149',1.0,,,Comercial,232.0,Ale/Hun/Áustria,,,,,VHS/NTSC,Colorido,István Szabó,,,Zdenko Tamassy,"Klaus Maria Brandauer, Armin Müller-Stahl, Hans-Christian Blech, Lasslo Mensaros",
47662,3283,"Possessos (Os). Sinopse: A história passa-se numa pequena cidade, na década de 1870, onde um grupo de pessoas de espírito liberal sonham em mudar a sociedade. Eles se dizem revolucionários, organizam reuniões, fazem panfletagem, agitam os operários, mas sob a liderança de um homem acabam desviando dos ideais e pervertendo a sua ação, instalando o medo e sacrificando a vida de um inocente. Baseado no romance de Dostoievski.",233,233.0,,,Possessos (Os),1987,115',1.0,,,Comercial,233.0,França/Polônia,,,,,VHS/NTSC,Colorido,Andrzej Wajda,,,,"Isabelle Huppert, Jutta Lampe, Bernard Blier, Lambert Wilson, Omar Sharif, Philippine Leroy Beaulieu",
47663,3284,"Ciganos Vão para o Céu (Os). Sinopse: Cigano escapa da forca e se envolve com uma bela mulher, mas uma tragédia os espera. História bastante movimentada, com argumento ousado para os conceitos então predominantes na ex-URSS, considerado umdos melhores representantes do cinema soviético nos anos 70. (*)",234,234.0,,,Ciganos Vão para o Céu (Os) (*),1976,100',1.0,,,Comercial,234.0,URSS,,,,,VHS/NTSC,Colorido,Emil Lotianu,Emil Lotianu,Sergei Vronski,,,
47664,3285,"Duzentas Crianças do Dr. Korczak (As). Sinopse: Médico, escritor e pedagogo de fama internacional, o Dr. Korczak dirige um orfanato de crianças judias na Polônia dos anos 30. Com a invasão alemã na II Grande Guerra, todos são obrigados a viver miseravelmente nos chamados guetos. Aos poucos, o cerco se fecha contra o orfanato. Amigos de Korczak tentam convencê-lo afugir, salvar sua vida, mas ele se recusa a abandonar seus órfãos. (*)",235,235.0,,,Duzentas Crianças do Dr. Korczak (As) (*),1990,103',1.0,,,Comercial,235.0,Polônia,,,,,VHS/NTSC,Preto e Branco,Andrzej Wajda,,,,"Wojtek Pszoniak, Ewa Dalwska, Piotr Kozlowski",
47665,3286,"Mephisto. Sinopse: Com a ascensão do nazismo, ator renega seus companheiros da resistência e trabalha em peças aprovadas pelo regime. Baseado na vida real do ator Gustaf Gründgens, que se consagrou no teatro interpretando Mephisto, no Fausto de Goethe, e teve atuação destacada também no cinema. (*)",236,236.0,,,Mephisto (*),1981,135',1.0,,,Comercial,236.0,Hungria/Alemanha,,,,,VHS/NTSC,Colorido,István Szabó,,,Zdenko Tamassy,"Klaus Maria Brandauer, Ildikó Bansági, Khystyna Janda, Rolf Hoppe.",Oscar de Melhor Filme Estrangeiro
47666,3287,"Casamento de Maria Braun (O). Sinopse: Mulher independente assina contrato de casamento durante a guerra, separa-se do marido e torna-se amante de induatrial. Sátira violenta da Alemanha em tempo de reconstrução econômica, simbolizada pela empreendedora, fria e fanática Maria Braun, capaz de sacrificar a moral por um objetivo prático.",237,237.0,,,Casamento de Maria Braun (O),1978,118',1.0,,,Comercial,237.0,Alemanha,,alemão,,,VHS/NTSC,Colorido,Rainer Werner Fassbinder,,,,"Hanna Schygulla, Klaus Lowitsch, Ivan Desny.",
47667,3288,"Pelle, o Conquistador. Sinopse: Pai e filho suecos emigram para a Dinamarca em busca de trabalho e melhores condições de vida, no final do século passado. Filme-símbolo do vigoroso surgimento do cinema donamarquês, tem extraordinárias atuações de Von Sydow e do garoto Pelle, auxiliados por roteiro sensível e ótima fotografia.",238,238.0,,,"Pelle, o Conquistador",1988,150',1.0,,,Comercial,238.0,Dinamarca/Suécia,,,,,VHS/NTSC,Colorido,Bille August,,,,"Max Von Sydow, Pelle Hvenegaard",Oscar de Melhor Filme Estrangeiro e Palma de Ouro em Cannes.
47668,3289,"Danton. Sinopse: O filme é uma reflexão sobreo poder e a revolução, a partir das figuras de danton e Robespierre, e constitui-se num poderoso ataque contra a tese da revolução violenta. Rodado na França, em 1982, o filme é baseado numa obra do teatro polonês (""O Caso Danton"", de Stanislawa Przybyszeuska).",240,240.0,,,Danton,1983,136',1.0,,,Comercial,240.0,França,,francês,Sim,,VHS/NTSC,Colorido,Andrzej Wajda,Jean Claude Carrière,Igor Luther,Jean Prodromides,"Gérard Depardieu, Wojciech Pszoniak, Patrice Chereau, Roger Planchon, Jacques Villeret",
47669,3290,"Canudos, a Guerra do Sertão.",241,241.0,,,"Canudos, a Guerra do Sertão",,41',1.0,,,Comercial,241.0,Brasil,,português,,,VHS/NTSC,Colorido,T. Gaudenzi (texto e ilustrações),,Imagens: Vilo Diniz,,,
47670,3291,"Fitzcarraldo. Sinopse: No início do século, um homem obcecado tenta encontrar um caminho através do rio Amazonas, para construir na região um teatro de ópera.",242,242.0,,,Fitzcarraldo,1982,148',1.0,,,Comercial,242.0,Alemanha,,,,,VHS/NTSC,Colorido,Werner Herzog,,,,"Klaus Kinski, Claudia Caedinale, José Lewgoy, Paul Hittscher",
47671,3292,"Programa ""Roda Viva""-Prof. Milton Santos/Geografia. Sinopse: Entrevista com o Prof. Milton Santos, do Departamento de Geografia da FFLCH/USP, realizada em 31.03.97.",244,244.0,,,"Programa ""Roda Viva""-Prof. Milton Santos/Geografia",97,,1.0,TV CULTURA/Fundação Padre Anchieta,,Comercial,244.0,Brasil,,português,,,VHS/NTSC,Colorido,,,,,,
47672,3293,"Terra e Liberdade. Sinopse: Nos anos 30, jovem irlandês, desempregado e sem perspectivas profissionais em seu país, junta-se às milícias espanholas para lutar contra o ditador Francisco Franco, durante a Guerra Civil Espanhola.",245,245.0,,,Terra e Liberdade,1994,109',1.0,,,Comercial,245.0,Ing/Esp/Ale,,inglês,,,VHS/NTSC,Colorido,Ken Loach,,,,"Ian Hart, Rosana Pastor, Iciar Bollain, Tom Gilroy, Marc Martinez, Frederic Pierrot",
47673,3294,Páginas da Revolução.,246,246.0,,,Páginas da Revolução,1995,104',1.0,,,Comercial,246.0,Itália,,italiano,,,VHS/NTSC,Colorido,Roberto Faenza,,,,,
47674,3295,Guantanamera,248,248.0,,,Guantanamera,1995,101',1.0,,,Comercial,248.0,Cuba,,espanhol,,,VHS/NTSC,Colorido,Tomás Gutiérrez Alea/Juan Carlos Tabía,,,,,
47675,3296,Un Puente a la Esperanza.,249,249.0,,,Un Puente a la Esperanza,,,1.0,,,Comercial,249.0,,,,,,VHS/NTSC,,,,,,,
47676,3297,"Duelistas (Os). Sinopse: Durante as Guerras Napoleônicas, dois soldados franceses travam um duelo interminável.",250,250.0,,,Duelistas (Os),1977,101',1.0,David Puttman,,Comercial,250.0,Inglaterra,,inglês,,,VHS/NTSC,Colorido,Ridley Scott,,,,"Keith Carradine, Harvey Keitel, Edward Fox, Cristina Raines, Tom Conti, Albert Finney.",
47677,3298,"Insolente (O). Sinopse: A vida do escritor Beaumarchais (1732-1799) e sua importância no processo revolucionário da França no século XVIII. Superprodução francesa em tom farsesco, com roteiro adaptado de texto do diretor francês Sacha Guitry, escrito há várias décadas com a intenção de revelar a importância histórica de Beaumarchais.",251,251.0,,,Insolente (O),1996,100',1.0,,,Comercial,251.0,França,,francês,,,VHS/NTSC,Colorido,Édouard Molinaro,,,,"Fabrice Luchini, Manuel Blanc, Sandrine Kiberlain, Jacques Weber, 
Fabrice Luchini, Manuel Blanc, Sandrine Kiberlain, Jacques Weber, Michel Piccolim Michel Serrault",
47678,3299,"Canudos. Sinopse: A história e a luta de Antonio Conselheiro e a gente de Canudos, no final do século passado. Um levantamento de Ipojuca Pontes, com depoimentos de testemunhas oculares.",253,253.0,,,Canudos,1978,70',1.0,,,Comercial,253.0,Brasil,,português,,,VHS/NTSC,Colorido,Ipojuca Pontes,,,,,
47679,3300,"Viaje al Centro de la Selva - Memorial Zapatista/1994. Sinopse: No início de 1994, em Chiapas, Estado do sudeste mexicano, sucedeu um levantamento armado que marcou a história recente do México, protagonizado por um grupo majoritariamente indígena: o Exército Zapatista de Libertação Nacional. Trata-se de um registro documental que cobre desde o início do levante armado até a Convenção Nacional Democrática promovida pelo EZLN em Chiapas, de 06 a 09 de agosto de 1994, da qual participaram 6.000 delegados de todo o país.",254,254.0,,,Viaje al Centro de la Selva - Memorial Zapatista/1994,1994,,1.0,"Carlos Payán Velver, Epigmenio Ibarra, Hernán Vera, ARGOS",,Comercial,254.0,México,,espanhol,Não,,VHS/NTSC,Colorido,Epigmenio Ibarra,,,,,
47680,3302,"Globo Repórter: Desaparecidos. Sinopse: Programa exibido pela Rede Globo de Televisão, em 21/07/95, sobre os desaparecidos políticos durante o Regime Militar, no Brasil.",271,271.0,,,Globo Repórter: Desaparecidos,1995,,1.0,Rede Globo de Televisão,,Comercial,271.0,Brasil,,português,,,VHS/NTSC,Colorido e Preto e Branco,,,,,,
47681,3303,Vala Comum.,272,272.0,,,Vala Comum,,,1.0,,,Comercial,272.0,Brasil,,português,,,VHS/NTSC,,,,,,,
47682,3304,Notre Dame de Paris.,273,273.0,,,Notre Dame de Paris,1956,,1.0,,,Comercial,273.0,França,,francês,,,VHS/NTSC,Colorido,Jean Delannoy,,,,,
47683,3305,"Ponto de Mutação. Sinopse: Uma física norueguesa, um poeta e um ex-candidato ao governo americano conversam sobre políticas e filosofias alternativas para o nosso século. Construída basicamente sobre os diálogos entre os personagens, esta produção intelectualizada usa uma linguagem clara e  didática para tratar de assuntos complexos e faz uma análise da sociedade contemporânea à beira do próximo milênio, sob vários pontos de vista.",274,274.0,,,Ponto de Mutação,1990,126',1.0,,,Comercial,274.0,EUA,,,,,VHS/NTSC,Colorido,Bernt Capra,,,Philip Glass,"Liv Ullman, Sam Waterson, Joen Heard, Ione Skye",
47684,3902,"Documentários. Tomada de Brasília; Ó xente, pois não; Reportagens sobre o massacre de Eldorado.",128,0.0,,,"Documentários. Tomada de Brasília; Ó xente, pois não; Reportagens sobre o massacre de Eldorado.",,,1.0,,,Comercial,0.0,,,,Não,,VHS,Colorido,,,,,,
47685,3914,"Que Bom Te Ver Viva. Sinopse: O Golpe Militar de 1964 e a edição, em 13 de dezembro de 1968, do Ato Institucional nº 5. A tortura torna-se prática sistemática contra os opositores do regime. O filme retrata os sobreviventes desses anos.",41,41.0,,,Que Bom Te Ver Viva.,,,1.0,Fund.Cinema Brasileiro/Taiga Produções/Skylight/Abracam,,Comercial,0.0,,,,Não,,,Colorido,,,,,,
47686,3916,"Hora e a Vez de Augusto Matraga (A). Sinopse: Augusto Matraga é um homem rude e sensível do sertão de Minas Gerais. Abandonado pela esposa e filha, sai em busca de vingança e acaba sendo ferido numa emboscada. Convalesce num lugar ermo, ajudado por um casal. Tocado pela dignidade de seus salvadores, sofre uma transformação radical em sua personalidade: torna-se religioso e temente a Deus. Certo dia, acolhe no rancho onde mora, o bando de Joãozinho Bem-Bem. Após a partida do grupo, sai em busca do seu destino. Acaba morrendo numa luta contra Joãozinho Bem-Bem.",349,349.0,,Brasil,Hora e a Vez de Augusto Matraga (A),1965,105',1.0,"Santos, Roberto",,Comercial,0.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47687,3918,Saturday Nigth Live. The Best of Eddie Murphy. Comédia.,348,348.0,,EUA,Saturday Nigth Live. The Best of Eddie Murphy,1998,87',1.0,,,Comercial,0.0,,,,Não,,,Colorido,,,,,,
47688,3920,"História Oficial (A). Sinopse: Alicia é professora de História e mãe adotiva de menina de 5 anos. Em sua profissão e na vida particular sempre aceitou a ""Versão Oficial"", até que um dia a fachada do regime vai ao seu encontro e começa a cair, ao seu redor. E nas fissuras desta enorme mentira, Alicia se atreve à suspeitar de Gabi, a menina que adotou, que pode ser a filha de uma desaparecida. Começa aí uma dolorosa e inexorável viagem acerca da verdade - com a qual ela poderia perder tudo. A aventura de Alicia, de sua filha, dos avós da Plaza de Mayo; da amiga que foi torturada e regressa do exílio; dos alunos que não poderiam acreditar somente no que lhes era permitido; do seu velho sogro que havia perdido tudo, menos a dignidade; as mães da Plaza de Mayo  gritando nas ruas cercadas pela polícia, reclamam por seus filhos; até mesmo o marido de Alicia, cúmplice de uma corrupção que finalmente terminará por ameaçá-lo. Tudo isto é parte de um drama individual - da Argentina. Uma sociedade que à beira do abismo tenta reconstruir seu futuro, examinando suas feridas, reconhecendo em suas vítimas e seus executores e sobretudo, olhando para si mesma refletida em outra face; como Alicia e a maioria podem escolher o que é necessário para ganhar à liberdade.",6,6.0,,Argentina,História Oficial (A).,1985,,1.0,Marcelo Piñeyro,,Comercial,0.0,,,,Não,,VHS,Colorido,,,,,,
