nid,field_ligacao_j,field_especificacao_j,field_referencia_j,field_numero_j,field_regiao_j,field_local_j,title,field_data_j,field_tempo_j,field_quantidade_j,field_producao_j,field_rolonum_j,field_tipo_video_j,field_numero_filme_j,field_pais_j,field_genero_j,field_idioma_original_j,field_legenda_j,field_versao_j,field_sistema_j,field_imagem_j,field_direcao_j,field_roteiro_j, field_fotografia_j,field_musica_j,field_elenco_j,field_premiacao_j
47101,80,Americas Preview - Programs 4 & 5.,31,31.0,,,Americas Preview - Programs 4 & 5,,,1.0,Mapa Filmes,,Comercial,31.0,Brasil,Documentário,Português,Não,,,Colorido,Eduardo Coutinho,,Eduardo Duarte (1964) e Edgar Moura (1981),Rogério Rossini,"João Mariano da Silva, trabalhadores da Usina de Açúcar da Galiléia","Tucano de Ouro, Rio de Janeiro; Prêmio da Crítica Internacional, Berlim; Grande Prêmio do Cinema do Real, Paris."
47102,80,Americas Preview - Programs 4 & 5.,31,31.0,,,Americas Preview - Programs 4 & 5,,,1.0,Mapa Filmes,,Comercial,31.0,Brasil,Documentário,Português,Não,,,Colorido,Eduardo Coutinho,,Eduardo Duarte (1964) e Edgar Moura (1981),Rogério Rossini,"João Mariano da Silva, trabalhadores da Usina de Açúcar da Galiléia","Tucano de Ouro, Rio de Janeiro; Prêmio da Crítica Internacional, Berlim; Grande Prêmio do Cinema do Real, Paris."
47103,126,Concurso: Professor Titular Prof. Shozo Motoyama.(Conclusão)  (*),7b),32.0,,,Concurso: Professor Titular. (*),24/08/90,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47104,126,Concurso: Professor Titular Prof. Shozo Motoyama.(Conclusão)  (*),7b),32.0,,,Concurso: Professor Titular. (*),24/08/90,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47105,127,"História do Brasil. Fundação Padre Anchieta - TV Cultura. (rolos 68-72, 75-78) (*)",25,34.0,,,História do Brasil. (*),,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47106,127,"História do Brasil. Fundação Padre Anchieta - TV Cultura. (rolos 68-72, 75-78) (*)",25,34.0,,,História do Brasil. (*),,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47107,128,América 92 - Raízes e Trajetórias. O Encontro de Dois Mundos. Para além dos Descobrimentos.,42,3.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47108,128,América 92 - Raízes e Trajetórias. O Encontro de Dois Mundos. Para além dos Descobrimentos.,42,3.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47109,155,Evento: IEB/IEA-USP. Graciliano Ramos. Memória e História. Mesa-Redonda.,100,,,,Evento.,22/10/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47110,155,Evento: IEB/IEA-USP. Graciliano Ramos. Memória e História. Mesa-Redonda.,100,,,,Evento.,22/10/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47111,1892,Exposição: Tibet da China. Fotografias.,13,,,,Exposição.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47112,1892,Exposição: Tibet da China. Fotografias.,13,,,,Exposição.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47113,1893,Visita de Estudantes do Canadá ao Brasil. (*),14,,,,Visita. (*),1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47114,1893,Visita de Estudantes do Canadá ao Brasil. (*),14,,,,Visita. (*),1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47115,1894,Documentário: Um Testemunho para o Mundo (TV Cultura).,15,,,,Documentário.,1992,90',1.0,Cópia CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47116,1894,Documentário: Um Testemunho para o Mundo (TV Cultura).,15,,,,Documentário.,1992,90',1.0,Cópia CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47117,1895,Reportagem Especial: Maio de 1968 (TV Cultura - 1988).,16,,,,Reportagem.,1992,60',1.0,Cópia CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47118,1895,Reportagem Especial: Maio de 1968 (TV Cultura - 1988).,16,,,,Reportagem.,1992,60',1.0,Cópia CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47119,1903,Visita de Estudantes do Canadá ao Brasil.,17,,,,Visita.,1992,,2.0,Editada,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47120,1903,Visita de Estudantes do Canadá ao Brasil.,17,,,,Visita.,1992,,2.0,Editada,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47121,2260,Curso Internacional (IV): Imigração.,19,,,,Curso Internacional.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47122,2260,Curso Internacional (IV): Imigração.,19,,,,Curso Internacional.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47123,2261,Palestra: Sérgio Paulo Rouanet - Biblioteca Central FFLCH/USP. Inauguração.,20,,,,Palestra.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47124,2261,Palestra: Sérgio Paulo Rouanet - Biblioteca Central FFLCH/USP. Inauguração.,20,,,,Palestra.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47125,2262,Homenagem: Prof. Sérgio Buarque de Holanda - 10 anos de falecimento.,21,,,,Homenagem.,1992,30',1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47126,2262,Homenagem: Prof. Sérgio Buarque de Holanda - 10 anos de falecimento.,21,,,,Homenagem.,1992,30',1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47127,2263,Conferência: Inquisição e mentalidades. Prof. Evaldo Cabral de Mello.,22,,,,Conferência.,1992,,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47128,2263,Conferência: Inquisição e mentalidades. Prof. Evaldo Cabral de Mello.,22,,,,Conferência.,1992,,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47129,2264,Aula Inaugural: Racismo e Cultura. Profa. Marilena Chauí.,23,,,,Aula Inaugural.,1992,73',1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47130,2264,Aula Inaugural: Racismo e Cultura. Profa. Marilena Chauí.,23,,,,Aula Inaugural.,1992,73',1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47131,2265,"História do Brasil. Fundação Padre Anchieta - TV Cultura. (rolos 48-61, 64-67)",24,33.0,,,História do Brasil.,,,1.0,Cópia CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47132,2265,"História do Brasil. Fundação Padre Anchieta - TV Cultura. (rolos 48-61, 64-67)",24,33.0,,,História do Brasil.,,,1.0,Cópia CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47133,2266,"Palestra: A Ética do Novo Feminismo: poder, vida e meio ambiente.  Profa. Maria Peluso.",26,,,,Palestra.,1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47134,2266,"Palestra: A Ética do Novo Feminismo: poder, vida e meio ambiente.  Profa. Maria Peluso.",26,,,,Palestra.,1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47135,2267,Palestra: Parlamentarismo e Presidencialismo em debate. (Início). Promoção: IEB/Reitoria,27,,,,Palestra.,1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47136,2267,Palestra: Parlamentarismo e Presidencialismo em debate. (Início). Promoção: IEB/Reitoria,27,,,,Palestra.,1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47137,2268,Palestra: Parlamentarismo e Presidencialismo em debate. (Conclusão). Promoção: IEB/Reitoria,28,,,,Palestra.,1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47138,2268,Palestra: Parlamentarismo e Presidencialismo em debate. (Conclusão). Promoção: IEB/Reitoria,28,,,,Palestra.,1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47139,2269,Aula Inaugural: FFLCH-USP. Prof. Aziz Nacib Ab'Saber. (*),29,,,,Aula Inaugural. (*),1994,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47140,2269,Aula Inaugural: FFLCH-USP. Prof. Aziz Nacib Ab'Saber. (*),29,,,,Aula Inaugural. (*),1994,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47141,2270,"Simpósio Internacional Centenário da Morte de Engels. Palestra de abertura (10h): Engels como historiador. Profs. Modesto Florenzano e Antonio Penalves Rocha. Palestra: Florestan Fernandes, militante e amigo. Luis Inácio Lula da Silva.",30,,,,Simpósio Internacional.,1995,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47142,2270,"Simpósio Internacional Centenário da Morte de Engels. Palestra de abertura (10h): Engels como historiador. Profs. Modesto Florenzano e Antonio Penalves Rocha. Palestra: Florestan Fernandes, militante e amigo. Luis Inácio Lula da Silva.",30,,,,Simpósio Internacional.,1995,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47143,1548,Homenagem: Prof. Carlos Alberto Vesentini. (Póstuma). (*),1,1.0,,,Homenagem. (*),1990,,1.0,DH/FFLCH/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47144,1548,Homenagem: Prof. Carlos Alberto Vesentini. (Póstuma). (*),1,1.0,,,Homenagem. (*),1990,,1.0,DH/FFLCH/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47145,1549,"Palestra: Movimento dos Seringueiros como integrantes dos povos da Floresta em sua luta para a preservação da vida, do não desmatamento e não queimada na Amazônia. Osmarino Amâncio Rodrigues. (Início). (*)",2,39.0,,,Palestra. (*),1990,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,18cm x 13cm,Colorido,,,,,,
47146,1549,"Palestra: Movimento dos Seringueiros como integrantes dos povos da Floresta em sua luta para a preservação da vida, do não desmatamento e não queimada na Amazônia. Osmarino Amâncio Rodrigues. (Início). (*)",2,39.0,,,Palestra. (*),1990,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,18cm x 13cm,Colorido,,,,,,
47147,2079,Reportagem Especial da TV Cultura. Tema: Futebol,4,,,,Reportagem.,,,,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47148,2079,Reportagem Especial da TV Cultura. Tema: Futebol,4,,,,Reportagem.,,,,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47149,2080,"Exposição: Cristovão Colombo, o Genovês. Inauguração (*)",5,,,,Exposição. (*),1990,,1.0,CAPH/FFLCH/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47150,2080,"Exposição: Cristovão Colombo, o Genovês. Inauguração (*)",5,,,,Exposição. (*),1990,,1.0,CAPH/FFLCH/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47151,2081,Conferência e visita do Senador Paolo Emilio Toviani (*),6,,,,Conferência. (*),1990,,1.0,CAPH/FFLCH/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47152,2081,Conferência e visita do Senador Paolo Emilio Toviani (*),6,,,,Conferência. (*),1990,,1.0,CAPH/FFLCH/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47153,2082,Concurso: Professor Titular Prof. Shozo Motoyama.(Início). (*),7a),31.0,,,Concurso: Professor Titular. (*),24/08/90,,2.0,CAPH/FFLCH,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47154,2082,Concurso: Professor Titular Prof. Shozo Motoyama.(Início). (*),7a),31.0,,,Concurso: Professor Titular. (*),24/08/90,,2.0,CAPH/FFLCH,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47155,841,Documentário: IEB (*),8,,,,Documentário. (*),1990,30',1.0,IEB/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47156,841,Documentário: IEB (*),8,,,,Documentário. (*),1990,30',1.0,IEB/USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47157,555,"Palestra: Literatura Missionária. Companhia de Jesus. Ignácio de Loyola. Prof. Pierre-Antoine Fabvre (École des Hautes Études - Paris). Iconografia das Missões de Ignácio de Loyola, como uma missão mística. As primeiras Missões dos jesuítas (séculos XVI e XVII). (Início).",147,35.0,,São Paulo,Palestra.,[1997],,4.0,CAPH-USP,1.0,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47158,555,"Palestra: Literatura Missionária. Companhia de Jesus. Ignácio de Loyola. Prof. Pierre-Antoine Fabvre (École des Hautes Études - Paris). Iconografia das Missões de Ignácio de Loyola, como uma missão mística. As primeiras Missões dos jesuítas (séculos XVI e XVII). (Início).",147,35.0,,São Paulo,Palestra.,[1997],,4.0,CAPH-USP,1.0,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47159,556,"Palestra: Literatura Missionária. Companhia de Jesus. Ignácio de Loyola. Prof. Pierre-Antoine Fabvre (École des Hautes Études - Paris). Iconografia das Missões de Ignácio de Loyola, como uma missão mística. Biografia de Ignácio de Loyola. (Continuação).",148,36.0,,São Paulo,Palestra.,[1997],,4.0,CAPH-USP,2.0,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47160,556,"Palestra: Literatura Missionária. Companhia de Jesus. Ignácio de Loyola. Prof. Pierre-Antoine Fabvre (École des Hautes Études - Paris). Iconografia das Missões de Ignácio de Loyola, como uma missão mística. Biografia de Ignácio de Loyola. (Continuação).",148,36.0,,São Paulo,Palestra.,[1997],,4.0,CAPH-USP,2.0,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47161,557,"Palestra: Literatura Missionária. Companhia de Jesus. Ignácio de Loyola. Prof. Pierre-Antoine Fabvre (École des Hautes Études - Paris). Iconografia das Missões de Ignácio de Loyola, como uma missão mística. Historiografia missionária da Companhia de Jesus. (Continuação).",149,37.0,,São Paulo,Palestra.,[1997],,4.0,CAPH-USP,3.0,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47162,557,"Palestra: Literatura Missionária. Companhia de Jesus. Ignácio de Loyola. Prof. Pierre-Antoine Fabvre (École des Hautes Études - Paris). Iconografia das Missões de Ignácio de Loyola, como uma missão mística. Historiografia missionária da Companhia de Jesus. (Continuação).",149,37.0,,São Paulo,Palestra.,[1997],,4.0,CAPH-USP,3.0,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47163,2878,"Palestra: Movimento dos Seringueiros como integrantes dos povos da Floresta em sua luta para a preservação da vida, do não desmatamento e não queimada na Amazônia. Osmarino Amâncio Rodrigues. (Conclusão).",3,40.0,,,Palestra.,1990,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47164,2878,"Palestra: Movimento dos Seringueiros como integrantes dos povos da Floresta em sua luta para a preservação da vida, do não desmatamento e não queimada na Amazônia. Osmarino Amâncio Rodrigues. (Conclusão).",3,40.0,,,Palestra.,1990,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47165,2879,USP: A Universidade e as Profissões. (Direção: Joceley).,93,,,,USP: Universidade e as Profissões.,1998-99,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47166,2879,USP: A Universidade e as Profissões. (Direção: Joceley).,93,,,,USP: Universidade e as Profissões.,1998-99,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47167,3301,USP: Vídeo Institucional - USP (em inglês).,94,,,,USP: Vídeo Institucional.,1992,,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47168,3301,USP: Vídeo Institucional - USP (em inglês).,94,,,,USP: Vídeo Institucional.,1992,,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47169,1126,América 92 - Raízes e Trajetórias. Os arquivos portugueses e a história da colonização no Brasil - 1. (*),61,22.0,,,América 92 - Raízes e Trajetórias. (*),19/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47170,1126,América 92 - Raízes e Trajetórias. Os arquivos portugueses e a história da colonização no Brasil - 1. (*),61,22.0,,,América 92 - Raízes e Trajetórias. (*),19/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47171,1127,América 92 - Raízes e Trajetórias. Os arquivos portugueses e a história da colonização no Brasil - 2. (*),62,23.0,,,América 92 - Raízes e Trajetórias. (*),19/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47172,1127,América 92 - Raízes e Trajetórias. Os arquivos portugueses e a história da colonização no Brasil - 2. (*),62,23.0,,,América 92 - Raízes e Trajetórias. (*),19/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47173,2590,América 92 - Raízes e Trajetórias. Construção da identidade latino-americana.,64,25.0,,,América 92 - Raízes e Trajetórias.,19/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47174,2590,América 92 - Raízes e Trajetórias. Construção da identidade latino-americana.,64,25.0,,,América 92 - Raízes e Trajetórias.,19/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47175,670,América 92 - Raízes e Trajetórias. Diáspora Sefardi. - Sessão Coordenada.,65,26.0,,,América 92 - Raízes e Trajetórias.,20/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47176,670,América 92 - Raízes e Trajetórias. Diáspora Sefardi. - Sessão Coordenada.,65,26.0,,,América 92 - Raízes e Trajetórias.,20/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47177,671,América 92 - Raízes e Trajetórias. Imagens da América I.,66,27.0,,,América 92 - Raízes e Trajetórias.,20/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47178,671,América 92 - Raízes e Trajetórias. Imagens da América I.,66,27.0,,,América 92 - Raízes e Trajetórias.,20/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47179,672,América 92 - Raízes e Trajetórias. Imagens da América II.,67,28.0,,,América 92 - Raízes e Trajetórias.,20/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47180,672,América 92 - Raízes e Trajetórias. Imagens da América II.,67,28.0,,,América 92 - Raízes e Trajetórias.,20/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47181,673,América 92 - Raízes e Trajetórias. Coletiva com a imprensa. Caso J.Saramago - Depto. História-USP.,68,29.0,,,América 92 - Raízes e Trajetórias.,02/10/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47182,673,América 92 - Raízes e Trajetórias. Coletiva com a imprensa. Caso J.Saramago - Depto. História-USP.,68,29.0,,,América 92 - Raízes e Trajetórias.,02/10/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47183,674,Exposição: Futebol em Branco e Preto.,69,,,,Exposição.,05/05/90,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47184,674,Exposição: Futebol em Branco e Preto.,69,,,,Exposição.,05/05/90,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47185,675,Exposição: Maria Antonia. (*),70,,,,Exposição. (*),24/02/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47186,675,Exposição: Maria Antonia. (*),70,,,,Exposição. (*),24/02/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47187,676,Exposição: 30 anos de IEB - B. Ficarelli. Depoimento: Prof. Antonio B. Ulhoa Cintra.,71,,,,Exposição.,19/10/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47188,676,Exposição: 30 anos de IEB - B. Ficarelli. Depoimento: Prof. Antonio B. Ulhoa Cintra.,71,,,,Exposição.,19/10/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47189,3371,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Oraci Nogueira. (*),72,54.0,,,Sessão Solene. (*),28/04/94,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47190,3371,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Oraci Nogueira. (*),72,54.0,,,Sessão Solene. (*),28/04/94,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47191,3372,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Eduardo d'Oliveira França.,73,43.0,,,Sessão Solene.,30/06/94,,2.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47192,3372,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Eduardo d'Oliveira França.,73,43.0,,,Sessão Solene.,30/06/94,,2.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47193,3373,Aula Inaugural: FFLCH-USP - 1995. Prof. Alfredo Bosi.,74,,,,Aula Inaugural.,1995,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47194,3373,Aula Inaugural: FFLCH-USP - 1995. Prof. Alfredo Bosi.,74,,,,Aula Inaugural.,1995,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47195,3374,Evento: 300 anos de Zumbi dos Palmares. A mulher negra na sociedade brasileira contemporânea. (Início). (*),75,,,,Evento. (*),28/10/95,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47196,3374,Evento: 300 anos de Zumbi dos Palmares. A mulher negra na sociedade brasileira contemporânea. (Início). (*),75,,,,Evento. (*),28/10/95,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47197,3375,Evento: 300 anos de Zumbi dos Palmares. A mulher negra na sociedade brasileira contemporânea. (Conclusão).,76,,,,Evento.,28/10/95,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47198,3375,Evento: 300 anos de Zumbi dos Palmares. A mulher negra na sociedade brasileira contemporânea. (Conclusão).,76,,,,Evento.,28/10/95,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47199,3376,Sessão Especial - A Revolução dos Cravos - abr.74-nov.75. (*),77,,,,Sessão Especial. (*),20/04/95,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47200,3376,Sessão Especial - A Revolução dos Cravos - abr.74-nov.75. (*),77,,,,Sessão Especial. (*),20/04/95,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47201,3377,Aula Inaugural: FFLCH-USP - 1996. Prof. Segismundo Spina.,78,,,,Aula Inaugural.,29/02/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47202,3377,Aula Inaugural: FFLCH-USP - 1996. Prof. Segismundo Spina.,78,,,,Aula Inaugural.,29/02/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47203,1780,Conferência: A América Latina no Mundo de Hoje. Prof. Darcy Ribeiro.,79,,,,Conferência.,01/04/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47204,1780,Conferência: A América Latina no Mundo de Hoje. Prof. Darcy Ribeiro.,79,,,,Conferência.,01/04/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47205,1781,Conferência: Florestan Fernandes e os estudos sobre América Latina. Prof. Carlos Guilherme Mota.,80,,,,Conferência.,02/04/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47206,1781,Conferência: Florestan Fernandes e os estudos sobre América Latina. Prof. Carlos Guilherme Mota.,80,,,,Conferência.,02/04/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47207,1782,Conferência: A urbanização latino-americana no final do século XX. Prof. Milton Santos.,81,,,,Conferência.,03/04/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47208,1782,Conferência: A urbanização latino-americana no final do século XX. Prof. Milton Santos.,81,,,,Conferência.,03/04/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47209,1783,Conferência: Profa. Marilena Chauí. Assembléia do Núcleo Jean Mougué.,82,,,,Conferência.,12/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47210,1783,Conferência: Profa. Marilena Chauí. Assembléia do Núcleo Jean Mougué.,82,,,,Conferência.,12/96,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47211,1784,Inauguração: Livraria Humanitas.,83,,,,Inauguração.,19/03/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47212,1784,Inauguração: Livraria Humanitas.,83,,,,Inauguração.,19/03/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47213,3694,Documentário: Ciganos. Acampamentos da Marginal de Pinheiros e de Itaquaquecetuba.,10,,,,Documentário.,1990,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47214,3694,Documentário: Ciganos. Acampamentos da Marginal de Pinheiros e de Itaquaquecetuba.,10,,,,Documentário.,1990,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47215,3695,Exposição: Rafael Galvez (Inauguração). (*),12,,,,Exposição. (*),1991,,1.0,Editado CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47216,3695,Exposição: Rafael Galvez (Inauguração). (*),12,,,,Exposição. (*),1991,,1.0,Editado CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47217,3696,Exposição: 70 anos de Arte de Rafael Galvez. (*),11,,,IEB/USP,Exposição. (*),1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47218,3696,Exposição: 70 anos de Arte de Rafael Galvez. (*),11,,,IEB/USP,Exposição. (*),1991,,1.0,Original CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47219,3697,"Simpósio Internacional Centenário da Morte de Engels. Encerramento  (19h30): Homenagem ao Prof. Florestan Fernandes. Profs. Octávio Ianni, José de Souza Martins, Antonio Candido, Jacob Gorender, Pablo Rieznik, Francis Henrick Aubert, Edmundo Fernandes Dias, Osvaldo Coggiola.",31,,,,Simpósio Internacional.,1995,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47220,3697,"Simpósio Internacional Centenário da Morte de Engels. Encerramento  (19h30): Homenagem ao Prof. Florestan Fernandes. Profs. Octávio Ianni, José de Souza Martins, Antonio Candido, Jacob Gorender, Pablo Rieznik, Francis Henrick Aubert, Edmundo Fernandes Dias, Osvaldo Coggiola.",31,,,,Simpósio Internacional.,1995,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
